fold,method,K,history_alpha,history_mse,history_phase,grid_optimized_alpha,alpha_diff,alpha_diff_abs
2,kendall_tau_b,60,3.5,0.7487007012180628,coarse,2.8499999999999988,0.6500000000000012,0.6500000000000012
2,kendall_tau_b,70,3.5,0.7500115877354571,coarse,2.9499999999999984,0.5500000000000016,0.5500000000000016
2,kendall_tau_b,80,3.5,0.7509269650001286,coarse,3.0,0.5,0.5
2,kendall_tau_b,90,3.5,0.7515950635697819,coarse,3.0,0.5,0.5
2,kendall_tau_b,100,3.5,0.7520577032023411,coarse,2.9999999999999982,0.5000000000000018,0.5000000000000018
2,manhattan,10,1.5000000000000004,0.8326352543726645,fine,1.3000000000000005,0.19999999999999996,0.19999999999999996
2,manhattan,20,1.8500000000000008,0.8352342608889971,fine,1.6500000000000006,0.20000000000000018,0.20000000000000018
2,manhattan,30,2.0,0.8414533839083428,coarse,1.8500000000000003,0.1499999999999997,0.1499999999999997
2,manhattan,40,2.1500000000000004,0.8464078034482009,fine,2.0000000000000004,0.1499999999999999,0.1499999999999999
2,manhattan,50,2.250000000000001,0.8503616759520672,fine,2.1000000000000005,0.15000000000000036,0.15000000000000036
2,manhattan,60,2.3000000000000007,0.8532512463767006,fine,2.1500000000000004,0.15000000000000036,0.15000000000000036
2,manhattan,70,2.3500000000000005,0.8555812530739593,fine,2.2000000000000006,0.1499999999999999,0.1499999999999999
2,manhattan,80,2.400000000000001,0.857276925672266,fine,2.250000000000001,0.1499999999999999,0.1499999999999999
2,manhattan,90,2.3999999999999986,0.8587156115647357,fine,2.249999999999999,0.14999999999999947,0.14999999999999947
2,manhattan,100,2.4499999999999984,0.8597897113582919,fine,2.299999999999999,0.14999999999999947,0.14999999999999947
2,msd,10,10.0,0.6174421281841842,coarse,1.0,9.0,9.0
2,msd,20,10.0,0.6755906244071931,coarse,1.0,9.0,9.0
2,msd,30,10.0,0.7209715706480215,coarse,1.0,9.0,9.0
2,msd,40,10.0,0.7547036586311113,coarse,1.0,9.0,9.0
2,msd,50,10.0,0.7814009276306201,coarse,1.0,9.0,9.0
2,msd,60,10.0,0.8027088906713357,coarse,1.0,9.0,9.0
2,msd,70,10.0,0.8207396270920502,coarse,1.0,9.0,9.0
2,msd,80,10.0,0.8357951897879394,coarse,1.0,9.0,9.0
2,msd,90,10.0,0.8486171218192133,coarse,1.7500000000000002,8.25,8.25
2,msd,100,10.0,0.8596967270683105,coarse,2.599999999999998,7.400000000000002,7.400000000000002
2,pcc,10,2.5,0.6829477207162683,coarse,1.6000000000000003,0.8999999999999997,0.8999999999999997
2,pcc,20,3.5,0.685365390084143,coarse,2.549999999999998,0.950000000000002,0.950000000000002
2,pcc,30,4.0,0.6897317854049825,coarse,3.0,1.0,1.0
2,pcc,40,4.0,0.6932152843694332,coarse,3.5,0.5,0.5
2,pcc,50,4.5,0.6954246176308186,coarse,3.5,1.0,1.0
2,pcc,60,4.5,0.6967304033901465,coarse,3.5,1.0,1.0
2,pcc,70,4.5,0.6976382268795575,coarse,3.5,1.0,1.0
2,pcc,80,4.5,0.6982880873967138,coarse,3.5,1.0,1.0
2,pcc,90,4.5,0.6987251508951077,coarse,4.0,0.5,0.5
2,pcc,100,4.5,0.6989975956842919,coarse,4.0,0.5,0.5
2,spcc,10,3.0,0.684037958053385,coarse,1.5500000000000005,1.4499999999999995,1.4499999999999995
2,spcc,20,3.5,0.6870181671683403,coarse,2.549999999999998,0.950000000000002,0.950000000000002
2,spcc,30,4.0,0.6916443835332527,coarse,3.0,1.0,1.0
2,spcc,40,4.5,0.694953317135171,coarse,3.5,1.0,1.0
2,spcc,50,4.5,0.6969271780435027,coarse,3.5,1.0,1.0
2,spcc,60,4.5,0.6984074945189938,coarse,3.5,1.0,1.0
2,spcc,70,4.5,0.6994350638511814,coarse,4.0,0.5,0.5
2,spcc,80,4.5,0.7001426731723304,coarse,4.0,0.5,0.5
2,spcc,90,4.5,0.7006378672487116,coarse,4.0,0.5,0.5
2,spcc,100,5.0,0.700877220044837,coarse,4.0,1.0,1.0
2,src,10,2.0,0.7367257747520053,coarse,1.1500000000000006,0.8499999999999994,0.8499999999999994
2,src,20,3.0,0.7341531260692318,coarse,1.9500000000000004,1.0499999999999996,1.0499999999999996
2,src,30,2.9999999999999964,0.7397438270214349,fine,2.3999999999999986,0.5999999999999979,0.5999999999999979
2,src,40,3.5,0.7438159407180747,coarse,2.6999999999999975,0.8000000000000025,0.8000000000000025
2,src,50,3.5,0.7465062647861161,coarse,2.8499999999999988,0.6500000000000012,0.6500000000000012
2,src,60,3.5,0.7486101955934842,coarse,2.9499999999999984,0.5500000000000016,0.5500000000000016
2,src,70,3.5,0.7500618843242292,coarse,3.0,0.5,0.5
2,src,80,3.5,0.7511182254050107,coarse,3.0,0.5,0.5
2,src,90,3.5,0.7518320398905936,coarse,3.0,0.5,0.5
2,src,100,4.0,0.7522910760233443,coarse,2.9999999999999982,1.0000000000000018,1.0000000000000018
3,acos,10,0.05,1.0323656333072202,fine,0.05,0.0,0.0
3,acos,20,0.05,0.9891572101206756,fine,0.1,-0.05,0.05
3,acos,30,0.1,0.9825808047371448,fine,0.25,-0.15,0.15
3,acos,40,0.15,0.9803537211313678,fine,0.3,-0.15,0.15
3,acos,50,0.25,0.9834823356115672,fine,0.35,-0.09999999999999998,0.09999999999999998
3,acos,60,0.25,0.9847782342342676,fine,0.35,-0.09999999999999998,0.09999999999999998
3,acos,70,0.3,0.9864376268447764,fine,0.4,-0.10000000000000003,0.10000000000000003
3,acos,80,0.3,0.988246868140462,fine,0.4,-0.10000000000000003,0.10000000000000003
3,acos,90,0.35,0.9892532830137586,fine,0.45,-0.10000000000000003,0.10000000000000003
3,acos,100,0.35,0.9901940421169853,fine,0.45,-0.10000000000000003,0.10000000000000003
3,ami,10,0.25,0.9991164447143928,fine,0.4,-0.15000000000000002,0.15000000000000002
3,ami,20,0.35,0.9694937609808316,fine,0.55,-0.20000000000000007,0.20000000000000007
3,ami,30,0.5,0.9659035709539904,coarse,0.65,-0.15000000000000002,0.15000000000000002
3,ami,40,0.55,0.9675419869904568,fine,0.75,-0.19999999999999996,0.19999999999999996
3,ami,50,0.6500000000000001,0.9697042718575392,fine,0.8000000000000003,-0.15000000000000013,0.15000000000000013
3,ami,60,0.6500000000000001,0.9708695987417244,fine,0.8000000000000003,-0.15000000000000013,0.15000000000000013
3,ami,70,0.7000000000000002,0.9723783997187668,fine,0.8500000000000003,-0.15000000000000013,0.15000000000000013
3,ami,80,0.7500000000000002,0.9735809078235088,fine,0.8500000000000003,-0.10000000000000009,0.10000000000000009
3,ami,90,0.7500000000000002,0.9745370962295894,fine,0.9000000000000004,-0.15000000000000013,0.15000000000000013
3,ami,100,0.7500000000000002,0.9754319999866607,fine,0.9000000000000004,-0.15000000000000013,0.15000000000000013
3,ari,10,0.15,0.9951003519282358,fine,0.3,-0.15,0.15
3,ari,20,0.3,0.9653202737562188,fine,0.45,-0.15000000000000002,0.15000000000000002
3,ari,30,0.4,0.9637676424439414,fine,0.55,-0.15000000000000002,0.15000000000000002
3,ari,40,0.5,0.9651949210719764,coarse,0.6000000000000001,-0.10000000000000009,0.10000000000000009
3,ari,50,0.55,0.9674132784547887,fine,0.65,-0.09999999999999998,0.09999999999999998
3,ari,60,0.6000000000000001,0.9687381174775412,fine,0.7000000000000001,-0.09999999999999998,0.09999999999999998
3,ari,70,0.6000000000000001,0.9702570767658006,fine,0.7000000000000001,-0.09999999999999998,0.09999999999999998
3,ari,80,0.65,0.9713567782477576,fine,0.75,-0.09999999999999998,0.09999999999999998
3,ari,90,0.6500000000000001,0.9722546094264484,fine,0.7500000000000002,-0.10000000000000009,0.10000000000000009
3,ari,100,0.6500000000000001,0.9729899730775312,fine,0.7500000000000002,-0.10000000000000009,0.10000000000000009
3,chebyshev,10,7.0,0.6378111685744348,coarse,4.5,2.5,2.5
3,chebyshev,20,8.5,0.6366048598878133,coarse,6.0,2.5,2.5
3,chebyshev,30,9.5,0.6404765519248043,coarse,7.0,2.5,2.5
3,chebyshev,40,10.0,0.6433472455194124,coarse,7.0,3.0,3.0
3,chebyshev,50,10.0,0.6459145138670235,coarse,7.5,2.5,2.5
3,chebyshev,60,10.0,0.6478950930591749,coarse,8.0,2.0,2.0
3,chebyshev,70,10.0,0.6496171473586321,coarse,8.0,2.0,2.0
3,chebyshev,80,10.0,0.6509272958074565,coarse,8.0,2.0,2.0
3,chebyshev,90,10.0,0.6519086528016518,coarse,8.5,1.5,1.5
3,chebyshev,100,10.0,0.6527705177745955,coarse,8.5,1.5,1.5
3,cosine,10,0.6000000000000001,1.030013926179164,fine,1.0000000000000004,-0.40000000000000036,0.40000000000000036
3,cosine,20,1.2500000000000009,1.0083329835204675,fine,1.0,0.2500000000000009,0.2500000000000009
3,cosine,30,2.0,1.0045858934436926,coarse,1.0,1.0,1.0
3,cosine,40,2.0,1.006051537181054,coarse,1.0,1.0,1.0
3,cosine,50,2.5,1.006689934179649,coarse,1.0,1.5,1.5
3,cosine,60,2.5,1.0080123799087275,coarse,1.0,1.5,1.5
3,cosine,70,3.0,1.0093076273298536,coarse,1.0,2.0,2.0
3,cosine,80,3.0,1.0104566090891134,coarse,1.0,2.0,2.0
3,cosine,90,3.0,1.011346578725363,coarse,1.0,2.0,2.0
3,cosine,100,3.5,1.0117836370084767,coarse,1.0,2.5,2.5
3,cpcc,10,5.5,0.6458004007040845,coarse,1.4000000000000004,4.1,4.1
3,cpcc,20,8.0,0.6523279704870942,coarse,2.9999999999999982,5.000000000000002,5.000000000000002
3,cpcc,30,10.0,0.6565282077003997,coarse,4.5,5.5,5.5
3,cpcc,40,10.0,0.6588395424348089,coarse,5.0,5.0,5.0
3,cpcc,50,10.0,0.6603639638891726,coarse,5.5,4.5,4.5
3,cpcc,60,10.0,0.6614469793577562,coarse,5.5,4.5,4.5
3,cpcc,70,10.0,0.6621786479787933,coarse,5.5,4.5,4.5
3,cpcc,80,10.0,0.6626626455071564,coarse,6.0,4.0,4.0
3,cpcc,90,10.0,0.6630151614457953,coarse,6.0,4.0,4.0
3,cpcc,100,10.0,0.6633025286319328,coarse,6.0,4.0,4.0
3,euclidean,10,3.5,0.7024866714767175,coarse,2.8499999999999988,0.6500000000000012,0.6500000000000012
3,euclidean,20,4.5,0.7070896686173694,coarse,3.5,1.0,1.0
3,euclidean,30,4.5,0.7133283747298039,coarse,4.0,0.5,0.5
3,euclidean,40,5.0,0.7174615636922276,coarse,4.5,0.5,0.5
3,euclidean,50,5.0,0.7209161871139408,coarse,4.5,0.5,0.5
3,euclidean,60,5.5,0.7230561026111151,coarse,4.5,1.0,1.0
3,euclidean,70,5.5,0.7245481188940169,coarse,4.5,1.0,1.0
3,euclidean,80,5.5,0.7257694761281002,coarse,5.0,0.5,0.5
3,euclidean,90,5.5,0.7267176023708929,coarse,5.0,0.5,0.5
3,euclidean,100,5.5,0.7275017021540373,coarse,5.0,0.5,0.5
3,ipwr,10,0.9000000000000004,0.95749248414734,fine,1.0000000000000004,-0.10000000000000009,0.10000000000000009
3,ipwr,20,1.2500000000000009,0.9314827082182504,fine,1.0,0.2500000000000009,0.2500000000000009
3,ipwr,30,1.4500000000000008,0.9272249668345628,fine,1.0,0.45000000000000084,0.45000000000000084
3,ipwr,40,1.5,0.9267378192788818,coarse,1.0,0.5,0.5
3,ipwr,50,1.5,0.927816296604414,coarse,1.0000000000000004,0.49999999999999956,0.49999999999999956
3,ipwr,60,2.0,0.9282653796812446,coarse,1.0,1.0,1.0
3,ipwr,70,2.0,0.9288493566555294,coarse,1.1000000000000003,0.8999999999999997,0.8999999999999997
3,ipwr,80,2.0,0.9292464528717144,coarse,1.1500000000000006,0.8499999999999994,0.8499999999999994
3,ipwr,90,2.0,0.9296417632936428,coarse,1.2000000000000006,0.7999999999999994,0.7999999999999994
3,ipwr,100,2.0,0.9299910282093576,coarse,1.2000000000000006,0.7999999999999994,0.7999999999999994
3,itr,10,0.5,0.9776950133259786,coarse,1.0,-0.5,0.5
3,itr,20,1.4500000000000008,0.9294125610854408,fine,1.0,0.45000000000000084,0.45000000000000084
3,itr,30,3.0,0.9212050421748382,coarse,1.0,2.0,2.0
3,itr,40,4.0,0.9219538809969172,coarse,1.0,3.0,3.0
3,itr,50,5.0,0.9246296057177305,coarse,1.0000000000000004,3.9999999999999996,3.9999999999999996
3,itr,60,5.5,0.9295328177150204,coarse,1.0000000000000004,4.5,4.5
3,itr,70,6.5,0.9342283503591922,coarse,1.0,5.5,5.5
3,itr,80,7.0,0.9383861590772742,coarse,1.0000000000000004,6.0,6.0
3,itr,90,7.0,0.9419999400427528,coarse,1.0000000000000004,6.0,6.0
3,itr,100,7.5,0.9458185168047142,coarse,1.0,6.5,6.5
3,jaccard,10,0.5,1.0646127810913089,coarse,1.0,-0.5,0.5
3,jaccard,20,0.5,1.035627162203698,coarse,1.0000000000000004,-0.5000000000000004,0.5000000000000004
3,jaccard,30,0.55,1.0302763178422811,fine,1.0,-0.44999999999999996,0.44999999999999996
3,jaccard,40,0.8500000000000003,1.0297627963176548,fine,1.0,-0.1499999999999997,0.1499999999999997
3,jaccard,50,1.0500000000000005,1.0305046256845216,fine,1.0,0.05000000000000049,0.05000000000000049
3,jaccard,60,1.1500000000000006,1.0306196895097384,fine,1.0,0.15000000000000058,0.15000000000000058
3,jaccard,70,1.2500000000000009,1.031281309059712,fine,1.0,0.2500000000000009,0.2500000000000009
3,jaccard,80,1.3500000000000008,1.0321524603117171,fine,1.0,0.35000000000000075,0.35000000000000075
3,jaccard,90,1.4500000000000008,1.0325518313150468,fine,1.0000000000000004,0.4500000000000004,0.4500000000000004
3,jaccard,100,1.4500000000000008,1.0328037773069714,fine,1.0,0.45000000000000084,0.45000000000000084
3,jmsd,10,1.4000000000000008,1.0124116359514308,fine,1.0,0.4000000000000008,0.4000000000000008
3,jmsd,20,2.0,0.9918876902451038,coarse,1.0,1.0,1.0
3,jmsd,30,2.5,0.992907215081424,coarse,1.0,1.5,1.5
3,jmsd,40,2.5,0.9945359918853146,coarse,1.0,1.5,1.5
3,jmsd,50,3.0,0.996107014982252,coarse,1.0,2.0,2.0
3,jmsd,60,3.0,0.9978326688479996,coarse,1.0,2.0,2.0
3,jmsd,70,3.0,0.998948510026127,coarse,1.0000000000000004,1.9999999999999996,1.9999999999999996
3,jmsd,80,3.0,1.0004458269342444,coarse,1.0,2.0,2.0
3,jmsd,90,3.5,1.001103596907013,coarse,1.0000000000000004,2.4999999999999996,2.4999999999999996
3,jmsd,100,3.5,1.0016683240919897,coarse,1.0500000000000005,2.4499999999999993,2.4499999999999993
3,kendall_tau_b,10,2.0,0.7278327131451302,coarse,1.0,1.0,1.0
3,kendall_tau_b,20,2.5,0.7285006268456665,coarse,1.8500000000000003,0.6499999999999997,0.6499999999999997
3,kendall_tau_b,30,2.9999999999999964,0.7340128648951798,fine,2.299999999999999,0.6999999999999975,0.6999999999999975
3,kendall_tau_b,40,3.0,0.7387917740436097,coarse,2.7499999999999973,0.25000000000000266,0.25000000000000266
3,kendall_tau_b,50,3.5,0.7415755668590472,coarse,2.749999999999999,0.7500000000000009,0.7500000000000009
3,kendall_tau_b,60,3.5,0.7435735992862214,coarse,2.8999999999999986,0.6000000000000014,0.6000000000000014
3,kendall_tau_b,70,3.5,0.744881934348148,coarse,2.9499999999999984,0.5500000000000016,0.5500000000000016
3,kendall_tau_b,80,3.5,0.7458600917008701,coarse,3.0,0.5,0.5
3,kendall_tau_b,90,3.5,0.7465082533854511,coarse,3.0,0.5,0.5
3,kendall_tau_b,100,3.5,0.7470062826845191,coarse,3.0,0.5,0.5
3,manhattan,10,1.5500000000000005,0.8147394429927445,fine,1.3500000000000003,0.20000000000000018,0.20000000000000018
3,manhattan,20,1.9000000000000008,0.8189539456273327,fine,1.7000000000000006,0.20000000000000018,0.20000000000000018
3,manhattan,30,2.1000000000000005,0.826780472972305,fine,1.9000000000000004,0.20000000000000018,0.20000000000000018
3,manhattan,40,2.2000000000000006,0.8320725564934478,fine,2.0500000000000007,0.1499999999999999,0.1499999999999999
3,manhattan,50,2.3000000000000007,0.8363304264474389,fine,2.1500000000000004,0.15000000000000036,0.15000000000000036
3,manhattan,60,2.3500000000000005,0.8395215370685684,fine,2.2000000000000006,0.1499999999999999,0.1499999999999999
3,manhattan,70,2.3999999999999986,0.8419726114238364,fine,2.249999999999999,0.14999999999999947,0.14999999999999947
3,manhattan,80,2.4499999999999984,0.8437369362763268,fine,2.299999999999999,0.14999999999999947,0.14999999999999947
3,manhattan,90,2.4499999999999984,0.8451804145208328,fine,2.299999999999999,0.14999999999999947,0.14999999999999947
3,manhattan,100,2.5,0.8462607527174408,coarse,2.3499999999999988,0.15000000000000124,0.15000000000000124
3,msd,10,10.0,0.6056675936893021,coarse,1.0,9.0,9.0
3,msd,20,10.0,0.6657342062212194,coarse,1.0,9.0,9.0
3,msd,30,10.0,0.7099989243493524,coarse,1.0,9.0,9.0
3,msd,40,10.0,0.7438892754824944,coarse,1.0,9.0,9.0
3,msd,50,10.0,0.7702738943971963,coarse,1.0,9.0,9.0
3,msd,60,10.0,0.7918183847299767,coarse,1.0,9.0,9.0
3,msd,70,10.0,0.810057254971221,coarse,1.0,9.0,9.0
3,msd,80,10.0,0.8255962747798987,coarse,1.0,9.0,9.0
3,msd,90,10.0,0.8385396513012853,coarse,1.7500000000000009,8.25,8.25
3,msd,100,10.0,0.8495908209268476,coarse,2.549999999999998,7.450000000000002,7.450000000000002
3,pcc,10,3.0,0.6723965988704206,coarse,1.4500000000000004,1.5499999999999996,1.5499999999999996
3,pcc,20,3.5,0.6747767166699352,coarse,2.549999999999998,0.950000000000002,0.950000000000002
3,pcc,30,4.0,0.6801298037959028,coarse,3.0,1.0,1.0
3,pcc,40,4.5,0.6835141801449723,coarse,3.5,1.0,1.0
3,pcc,50,4.5,0.6855824757794684,coarse,3.5,1.0,1.0
3,pcc,60,4.5,0.6869733924950396,coarse,3.5,1.0,1.0
3,pcc,70,4.5,0.6878536471208201,coarse,3.5,1.0,1.0
3,pcc,80,4.5,0.6884754542441093,coarse,4.0,0.5,0.5
3,pcc,90,4.5,0.6888792915285473,coarse,4.0,0.5,0.5
3,pcc,100,4.5,0.6891681384480028,coarse,4.0,0.5,0.5
3,spcc,10,3.0,0.6723144696659623,coarse,1.4000000000000004,1.5999999999999996,1.5999999999999996
3,spcc,20,3.5,0.6761207446852929,coarse,2.549999999999998,0.950000000000002,0.950000000000002
3,spcc,30,4.5,0.6810954680131619,coarse,3.0,1.5,1.5
3,spcc,40,4.5,0.6844623852910308,coarse,3.5,1.0,1.0
3,spcc,50,4.5,0.6868284207297651,coarse,3.5,1.0,1.0
3,spcc,60,4.5,0.6884158312163645,coarse,3.5,1.0,1.0
3,spcc,70,5.0,0.6891930081599316,coarse,4.0,1.0,1.0
3,spcc,80,5.0,0.6896838557817454,coarse,4.0,1.0,1.0
3,spcc,90,5.0,0.690007320572075,coarse,4.0,1.0,1.0
3,spcc,100,5.0,0.6902298451178337,coarse,4.0,1.0,1.0
3,src,10,2.0,0.7279924547363457,coarse,1.0,1.0,1.0
3,src,20,3.0,0.7287717796477786,coarse,1.8500000000000003,1.1499999999999997,1.1499999999999997
3,src,30,2.9999999999999964,0.73444136304294,fine,2.3499999999999988,0.6499999999999977,0.6499999999999977
3,src,40,3.5,0.7390499966014351,coarse,2.6999999999999975,0.8000000000000025,0.8000000000000025
3,src,50,3.5,0.7419390809878753,coarse,2.8499999999999988,0.6500000000000012,0.6500000000000012
3,src,60,3.5,0.7441648084180373,coarse,3.0,0.5,0.5
3,src,70,3.5,0.745767441402206,coarse,3.0,0.5,0.5
3,src,80,4.0,0.7467115918521345,coarse,2.9999999999999982,1.0000000000000018,1.0000000000000018
3,src,90,4.0,0.7472145091888321,coarse,3.0,1.0,1.0
3,src,100,4.0,0.7475771527382957,coarse,2.9999999999999982,1.0000000000000018,1.0000000000000018
4,acos,10,0.05,1.0540899397759564,fine,0.05,0.0,0.0
4,acos,20,0.05,1.0073150818575811,fine,0.05,0.0,0.0
4,acos,30,0.05,0.9965889824848888,fine,0.1,-0.05,0.05
4,acos,40,0.05,0.9975324880210332,fine,0.15,-0.09999999999999999,0.09999999999999999
4,acos,50,0.1,0.9987311447632856,fine,0.2,-0.1,0.1
4,acos,60,0.15,1.0004022683123672,fine,0.25,-0.1,0.1
4,acos,70,0.15,1.0016787880939078,fine,0.25,-0.1,0.1
4,acos,80,0.2,1.003611020262973,fine,0.3,-0.09999999999999998,0.09999999999999998
4,acos,90,0.2,1.0053536730048902,fine,0.3,-0.09999999999999998,0.09999999999999998
4,acos,100,0.25,1.0061478133718893,fine,0.35,-0.09999999999999998,0.09999999999999998
4,ami,10,0.2,1.0041147598214346,fine,0.4,-0.2,0.2
4,ami,20,0.35,0.97757832481655,fine,0.5,-0.15000000000000002,0.15000000000000002
4,ami,30,0.45,0.9761470341623584,fine,0.55,-0.10000000000000003,0.10000000000000003
4,ami,40,0.55,0.9776480891423288,fine,0.7000000000000001,-0.15000000000000002,0.15000000000000002
4,ami,50,0.55,0.9802061495698242,fine,0.75,-0.19999999999999996,0.19999999999999996
4,ami,60,0.6500000000000001,0.9823998765467418,fine,0.8000000000000003,-0.15000000000000013,0.15000000000000013
4,ami,70,0.7000000000000002,0.9840479302559986,fine,0.8000000000000003,-0.10000000000000009,0.10000000000000009
4,ami,80,0.7000000000000002,0.9855927017442976,fine,0.8500000000000003,-0.15000000000000013,0.15000000000000013
4,ami,90,0.7500000000000002,0.9864055666665836,fine,0.8500000000000003,-0.10000000000000009,0.10000000000000009
4,ami,100,0.7500000000000002,0.9870715144538744,fine,0.8500000000000003,-0.10000000000000009,0.10000000000000009
4,ari,10,0.15,0.9944762638380494,fine,0.3,-0.15,0.15
4,ari,20,0.3,0.9721835839226576,fine,0.45,-0.15000000000000002,0.15000000000000002
4,ari,30,0.4,0.969490652722232,fine,0.55,-0.15000000000000002,0.15000000000000002
4,ari,40,0.45,0.9709609605392812,fine,0.6000000000000001,-0.15000000000000008,0.15000000000000008
4,ari,50,0.5,0.9733474454988508,coarse,0.65,-0.15000000000000002,0.15000000000000002
4,ari,60,0.55,0.975144067841502,fine,0.7000000000000001,-0.15000000000000002,0.15000000000000002
4,ari,70,0.6000000000000001,0.9767674517232212,fine,0.7000000000000001,-0.09999999999999998,0.09999999999999998
4,ari,80,0.6000000000000001,0.97782823160467,fine,0.7000000000000001,-0.09999999999999998,0.09999999999999998
4,ari,90,0.65,0.9789734401785256,fine,0.75,-0.09999999999999998,0.09999999999999998
4,ari,100,0.65,0.9797818599605104,fine,0.75,-0.09999999999999998,0.09999999999999998
4,chebyshev,10,6.5,0.6425993808876941,coarse,4.5,2.0,2.0
4,chebyshev,20,8.0,0.6425098194133051,coarse,6.0,2.0,2.0
4,chebyshev,30,9.0,0.6468892570951269,coarse,6.5,2.5,2.5
4,chebyshev,40,9.5,0.6504552711617788,coarse,7.0,2.5,2.5
4,chebyshev,50,10.0,0.653265128866521,coarse,7.5,2.5,2.5
4,chebyshev,60,10.0,0.6555578765841844,coarse,8.0,2.0,2.0
4,chebyshev,70,10.0,0.6571398577189028,coarse,8.0,2.0,2.0
4,chebyshev,80,10.0,0.6585185863613724,coarse,8.0,2.0,2.0
4,chebyshev,90,10.0,0.6596308335403006,coarse,8.0,2.0,2.0
4,chebyshev,100,10.0,0.6605326634275009,coarse,8.5,1.5,1.5
4,cosine,10,1.0500000000000005,1.046647565791039,fine,1.0,0.05000000000000049,0.05000000000000049
4,cosine,20,1.2000000000000006,1.016564100616394,fine,1.0,0.20000000000000062,0.20000000000000062
4,cosine,30,1.5,1.0144771854485344,coarse,1.0,0.5,0.5
4,cosine,40,2.0,1.0156516867392382,coarse,1.0,1.0,1.0
4,cosine,50,2.0,1.0169810111248136,coarse,1.0000000000000004,0.9999999999999996,0.9999999999999996
4,cosine,60,2.5,1.01848405986769,coarse,1.0,1.5,1.5
4,cosine,70,2.5,1.01986251289412,coarse,1.0,1.5,1.5
4,cosine,80,3.0,1.0209429426041774,coarse,1.0,2.0,2.0
4,cosine,90,3.0,1.021588949091535,coarse,1.0000000000000004,1.9999999999999996,1.9999999999999996
4,cosine,100,3.0,1.0220409747335617,coarse,1.0000000000000004,1.9999999999999996,1.9999999999999996
4,cpcc,10,7.5,0.64493389439289,coarse,2.0500000000000007,5.449999999999999,5.449999999999999
4,cpcc,20,9.0,0.6506883286611295,coarse,4.0,5.0,5.0
4,cpcc,30,9.0,0.6552673945649624,coarse,4.5,4.5,4.5
4,cpcc,40,10.0,0.657932567034488,coarse,6.0,4.0,4.0
4,cpcc,50,10.0,0.6595775958277922,coarse,6.0,4.0,4.0
4,cpcc,60,10.0,0.6607590888359863,coarse,6.0,4.0,4.0
4,cpcc,70,10.0,0.6616352860548899,coarse,6.0,4.0,4.0
4,cpcc,80,10.0,0.6622205305506738,coarse,6.0,4.0,4.0
4,cpcc,90,10.0,0.6626075786625512,coarse,6.5,3.5,3.5
